bj_dong_name,real_pred_ratio_mean,real_pred_ratio_median,real_pred_ratio_std,real_compare_level_mean,slm_pred_price_mean,median_price_mean,count,dist_subway_mean,dist_cbd_mean,dist_park_mean,slope_mean,age_mean,priv_area_mean
남현동,1.0971819321824174,1.0934990197751797,0.23366071483759673,2.5008187772925763,49384.32740633036,52947.10161370119,3664,0.313559286374442,0.5799562442376939,0.7328120415771522,5.870602619896289,0.31562348374575444,4.0069489882678315
봉천동,1.0474921189695123,1.0415473431638311,0.24938284536758545,2.2391969497269817,64571.7448156571,68165.42175461847,42488,0.4927017750182444,0.4658825461285431,0.2143859524125774,6.069348962422566,0.3876009435343835,4.065074197381283
신림동,1.0144481181379723,1.0020107321799512,0.25406434921587745,2.0551997772518447,41616.121126348546,42422.26664411605,43098,0.4165378664124792,0.5935396258428961,0.47621461020134714,5.622985098334378,0.37741933543362843,3.8950600968273195
