bj_dong_name,dist_subway_mean,dist_cbd_mean,dist_park_mean,slope_mean,age_mean,priv_area_mean
남현동,0.48392147443301553,5.285410452342408,1.9213670201145334,5.957678971632841,19.79820110701107,65.8458348708487
봉천동,0.7497417536926028,4.848744707644103,0.5848728459844323,6.1133683497156746,23.27504101636448,64.78423131585035
신림동,0.6364109290066674,5.311037681392779,1.2177016563906173,5.590926773272386,22.655134630602845,56.0293207698395
