bj_dong_name,real_pred_ratio_mean,real_pred_ratio_median,act_ratio_mean,act_ratio_median,calc_ratio_mean,calc_ratio_median,slm_pred_price_mean,median_price_mean,count
남현동,1.0950655581989146,1.0912673535380557,0.6464234654811216,0.5919450753048052,0.6544407879068972,0.6517025087649929,49453.629284043425,52947.10161370119,3664
봉천동,1.0471283580913107,1.040756872923318,0.5789298036578918,0.5422842197035745,0.5723509458687492,0.559370105421341,64600.854633505856,68165.42175461847,42488
신림동,1.0150461728689086,1.00149328366202,0.6425738065224602,0.5942857142857143,0.6069597421914261,0.5993789857879114,41582.91016171581,42422.26664411605,43098
